ID,TARGET
1194,i m not lazy 
1195,i m not paid to do that 
1196,i m not lost 
1197,i m not more stupid than you 
1198,i m not prepared to do that 
1199,i m not prepared to do that 
1200,i m not ready to have a relationship 
1201,i m not ready to do that 
1202,i m not ready to take that risk 
1203,i m not ready for that 
1204,i m not ready for the exam 
1205,i m not ready to do that 
1206,i m not ready for this 
1207,i m not ready for a relationship 
1208,i m not qualified to do that 
1209,i m not a bad person 
1210,i m not responsible for that 
1211,i m not satisfied with my new apartment 
1212,i m not satisfied with your performance 
1213,i m not satisfied with your performance 
1214,i m not satisfied with your performance 
1215,i m not satisfied with your performance 
1216,i m not that lucky 
1217,i m not that lucky 
1218,i m not that confident 
1219,i m not that confident 
1220,i m not that naive 
1221,i m not that crazy 
1222,i m not that smart 
1223,i m not that tired 
1224,i m not that crazy 
1225,i m not that bad 
1226,i m not that naive 
1227,i m not that normal 
1228,i m not that surprised 
1229,i m not that old 
1230,i m not his type 
1231,i m not supposed to help you 
1232,i m not supposed to do this in order 
1233,i m not sure 
1234,i m not sure i really want it 
1235,i m not sure i want that 
1236,i m not sure i want to see it 
1237,i m not sure i want to see that 
1238,i m not sure that s possible 
1239,i m not sure that s true 
1240,i m not sure that s possible 
1241,i m not sure this is necessary 
1242,i m not sure that happens 
1243,i m not sure tom is ready 
1244,i m not sure you re ready 
1245,i m not sure you re ready 
1246,i m not sure you re ready 
1247,i m not sure you re ready 
1248,i m not sure you re ready 
1249,i m not sure you re ready 
1250,i m not sure the exact date 
1251,i m not sure i want that 
1252,i m not sure i want to see it 
1253,i m not sure that s possible 
1254,i m not sure that s true 
1255,i m not sure that s possible 
1256,i m not sure tom is ready 
1257,i m not sure you re ready 
1258,i m not sure you re ready 
1259,i m not sure you re ready 
1260,i m not sure you re ready 
1261,i m not sure you re ready 
1262,i m not sure you re ready 
1263,i m not surprised to hear that 
1264,i m not surprised to hear that 
1265,i m not your urgency 
1266,i m not fussy 
1267,i m not tom 
1268,i m not entirely convinced about that 
1269,i m not always at home on sunday 
1270,i m not always like that 
1271,i m not very good singer 
1272,i m not very good at this 
1273,i m not very good at math 
1274,i m not very good at that 
1275,i m not very good singer 
1276,i m not very glad 
1277,i m not very difficult 
1278,i m not very good at children 
1279,i m not very good at that 
1280,i m not very good at children 
1281,i m not very intelligent 
1282,i m not very interested in doing that 
1283,i m not very busy today 
1284,i m not very busy today 
1285,i m not too surprised 
1286,i m not too old to do that 
1287,i m not too old to do that 
1288,i m not a an angel 
1289,i m not a baby 
1290,i m not a good actor 
1291,i m not a singer 
1292,i m not one of your soldiers 
1293,i m not one of your employees 
1294,i m not one of your students 
1295,i m not one of your soldiers 
1296,i m not a spy 
1297,i m not a kid 
1298,i m not a big photographer 
1299,i m not a patient man 
1300,i m not an interpreter 
1301,i m not a coward 
1302,i m not a violent guy 
1303,i m not a great compat 
1304,i m not a tourist 
1305,i m not a very good artist 
1306,i m not a good person 
1307,i m not a singer 
1308,i m not one of yours 
1309,i m not a large photographer 
1310,i m not an interpreter 
1311,i m not a wizard 
1312,i m not your wife 
1313,i m not your urgency 
1314,i m not really in a mood 
1315,i m not really in a mood 
1316,i m not really angry with you 
1317,i m not really worried about that 
1318,i m not really worried about that 
1319,i m not really ready to do that 
1320,i m not really ready to do that 
1321,i m not really surprised 
1322,i m not really that surprised 
1323,i m not really surprised 
1324,i m not really a dogache 
1325,i m not anyone 
1326,i m not depressed anymore 
1327,i m not depressed anymore 
1328,i m not angry anymore 
1329,i m not upset anymore 
1330,i m not sick anymore 
1331,i m not surprised at any more 
1332,i m not a young man anymore 
1333,i m just old enough 
1334,i m just old enough 
1335,i m almost never late 
1336,i m just a friend 
1337,i m only a taxi driver 
1338,i m just a child 
1339,i m still not able to do that 
1340,i m still not sure 
1341,i m still not convinced 
1342,i m still not satisfied 
1343,i m not listening to you 
1344,i m not getting dressed up with you 
1345,i don t talk to you anymore 
1346,i m not leaving you 
1347,i don t touch anything 
1348,i m never going to give up 
1349,i ll never get there 
1350,i m not anywhere with you 
1351,i m not anywhere with you 
1352,i m not going to give this up 
1353,i m not going to go in 
1354,i m not going to the movies with you 
1355,i m not going to change 
1356,i m not going to sing 
1357,i m not going to do this tomorrow 
1358,i m not going to do this any longer 
1359,i m not telling him twice 
1360,i m not going to do it 
1361,i m not going to repeat it 
1362,i m not going to read this book 
1363,i m not fighting with you 
1364,i m not fighting with you 
1365,i m not going to go there 
1366,i m not going to talk to them 
1367,i m not taking that risk 
1368,i m not going to answer that 
1369,i m not going to answer that question 
1370,i m not going to answer any more questions 
1371,i m not going to stay here with you 
1372,i m not going to stay forever 
1373,i m not going to tell you his name 
1374,i m not going to explain it to you 
1375,i m not going to lie to you 
1376,i m not going to show you this 
1377,i m not going to explain it to you 
1378,i m not going to let you do that 
1379,i m not going to lie to you 
1380,i m not going to show you this 
1381,i m not going to school anymore 
1382,i m not going to talk anymore 
1383,i m not going to do anything at all 
1384,i m not coming with you 
1385,i m not coming with you 
1386,i m not from india 
1387,i don t come from a rich family 
1388,i m cleaning the kitchen 
1389,i m talking to tom 
1390,i m talking about my friend 
1391,i m talking about my friend 
1392,i m talking about our house 
1393,i speak french fluently 
1394,i m leaving in the next summer 
1395,i m leaving hunting 
1396,i leave after tomorrow 
1397,i m leaving in the time after noon 
1398,i m leaving tomorrow 
1399,i m leaving in australia tomorrow 
1400,i m leaving monday 
1401,i ll go to a week 
1402,i m going 
1403,i m on my vacation to the beach 
1404,i have a bad day 
1405,i m staying a hard week 
1406,i think of you every day 
1407,i think i can buy a car 
1408,i think i m going to boston for christmas 
1409,i think i m going to australia 
1410,i m losing the mind 
1411,i m losing my hair 
1412,i m wasting my time 
1413,i lose all the time my keys 
1414,i planted some beans in my garden 
1415,i m taking a vacation this week 
1416,i m taking pictures of the bridge 
1417,i m taking the way home 
1418,i m retired in october 
1419,i m having my breakfast 
1420,i m looking after tom 
1421,i m taking a day off tomorrow 
1422,i m taking a shower 
1423,i m getting ready for breakfast 
1424,i m getting ready for dinner 
1425,i plan to buy that car 
1426,i plan to move to boston 
1427,i plan to sleep at the hotel 
1428,i plan to do this tomorrow 
1429,i m leaving this band 
1430,i m leaving australia 
1431,i m looking for a well job 
1432,i thought i bought a new car 
1433,i watch the game on tv 
1434,i meet tom tonight 
1435,i m coming back 
1436,i m coming home 
1437,i go home in three days 
1438,i m coming home for christmas 
1439,i m staying at home today 
1440,i m staying with my uncle 
1441,i m staying here for a while 
1442,i have several days left 
1443,i m going back to my office 
1444,i m going back to bed 
1445,i m going back home 
1446,i m going back home for the summer vacation 
1447,i go back to australia in october 
1448,i m going back to work 
1449,i ll be back tonight 
1450,i m bleeding 
1451,i can cook well 
1452,i know very well who i ve been working on 
1453,i m cheating 
1454,i m staying at home 
1455,i ll be a doctor 
1456,i m thinking about to putting in politics 
1457,i m thinking about getting married 
1458,i m going out tonight 
1459,i m getting out of the hospital tomorrow 
1460,i m getting out for lunch 
1461,i m going out for a tour 
1462,i just got a minute 
1463,i always go out with tom 
1464,i m suffering 
1465,i m stinging 
1466,i m in boston today 
1467,i m in boston all this week 
1468,i m out of the exception 
1469,i m at the hospital 
1470,i m in the manager 
1471,i m at the bank 
1472,i m at the library 
1473,i m looking for my watch 
1474,i m retired 
1475,i m half a japanese 
1476,i m present enough 
1477,i m addicted to the cocaine 
1478,i m looking for a job now 
1479,i m starved 
1480,i m an international 
1481,i m in love 
1482,i m in love with your daughter 
1483,i m in love 
1484,i m in love with her 
1485,i m in love with mary 
1486,i m in love with your daughter 
1487,i m fun 
1488,i m after you 
1489,i m pretty strong enough to do that now 
1490,i m old enough to do it even 
1491,i m old enough to do it even 
1492,i m pretty small 
1493,i m sitting 
1494,i m sitting alone in my house 
1495,i m sitting alone at home 
1496,i m at the office 
1497,i m at the rightth 
1498,i m running 
1499,i m on a diet right now 
1500,i m on a bargain 
1501,i m on the phone 
1502,i m on the phone 
1503,i m at work 
1504,i m as tired as you 
1505,i m as tall as you 
1506,i m as tall as you 
1507,i m so glad to meet you too 
1508,i m as surprised as you 
1509,i m as surprised as you 
1510,i m as surprised as you 
1511,i m as surprised as you 
1512,i m in angels 
1513,i m with friends 
1514,i m with friends 
1515,i m with them 
1516,i m with him 
1517,i m with my family right now 
1518,i m with you on that one 
1519,i m with a customer 
1520,i m blinded with one 
1521,i m blinded from the right 
1522,i m not blind 
1523,i m a lawyer 
1524,i m good aware of the risks 
1525,i m good at the danger of the danger 
1526,i m good at the risk of the risk 
1527,i m good at risks 
1528,i m here well 
1529,i m much fatter than you 
1530,i m much older than you 
1531,i m much older than you 
1532,i m much older than you 
1533,i m much older than you 
1534,i m biologist 
1535,i m good at languages 
1536,i m brave 
1537,i m canadians 
1538,i m canadians 
1539,i can do that 
1540,i can do that a hand 
1541,i can do it 
1542,i m capable of everything 
1543,i m the one who should apologize 
1544,i m the one who will die 
1545,i m the one who took the photo 
1546,i m the one who should apologize 
1547,i m the one who is sick 
1548,i m the one who will die 
1549,i m supposed to be at school today 
1550,i m supposed to do this on monday 
1551,i m supposed to do this alone 
1552,i m supposed to do it even 
1553,i m supposed to tell anyone 
1554,i m supposed to go 
1555,i m supposed to do it even 
1556,i m supposed to tell anyone 
1557,i m sure they re on 
1558,i m sure we have enough time 
1559,i m sure we re going to find a solution 
1560,i m sure we have enough time 
1561,i m sure tom did it 
1562,i m sure you re busy 
1563,i m sure you re busy 
1564,i m sure you re busy 
1565,i m sure i left the door open 
1566,i m sure i m right 
1567,i m sure they re on 
1568,i m sure we have enough time 
1569,i m sure that was an accident 
1570,i m sure i ll regret this 
1571,i m sure we have enough time 
1572,i m sure you ll succeed 
1573,i m sure you re busy 
1574,i m sure you re busy 
1575,i m a singer 
1576,i m a singer 
1577,i m at home 
1578,i m surgery surgery 
1579,i m stuck in boston 
1580,i m stuck here 
1581,i m stuck here 
1582,i m totally dumb 
1583,i m totally drunk 
1584,i m completely lost 
1585,i m confronted 
1586,i m confronted 
1587,i m aware of your problem 
1588,i m aware of the danger 
1589,i m aware of your problem 
1590,i m glad i m happy 
1591,i m glad i have a job 
1592,i m glad i m home 
1593,i m glad i m home 
1594,i m glad i finally got home 
1595,i m glad i m a man 
1596,i m glad i went there 
1597,i m glad i did it 
1598,i m glad i m happy with my life 
1599,i m glad to see you alone 
1600,i m glad to live here again 
1601,i m glad to see you re happy 
1602,i m glad to see you re happy 
1603,i m glad to see you re happy 
1604,i m glad to see you re happy 
1605,i m glad to see you re happy 
1606,i m glad we could do it 
1607,i m glad you re ok 
1608,i m glad that s done 
1609,i m glad that s done 
1610,i m glad no one was hurt 
1611,i m glad this is all over 
1612,i m glad everything s done 
1613,i m glad you asked that question 
1614,i m glad you could come 
1615,i m glad you let me do this 
1616,i m glad you re here today 
1617,i m glad you went 
1618,i m glad you came 
1619,i m glad you came down today 
1620,i m glad you came down today 
1621,i m glad you liked that 
1622,i m glad you asked that 
1623,i m glad you asked that question 
1624,i m glad you ve succeeded 
1625,i m glad you re here today 
1626,i m glad you re all here 
1627,i m glad you came 
1628,i m glad to live here again 
1629,i m glad i m home 
1630,i m glad i m home 
1631,i m glad to hear it 
1632,i m glad to see you re happy 
1633,i m glad to see you re happy 
1634,i m glad to see you re happy 
1635,i m glad to see you re happy 
1636,i m glad to see you re happy 
1637,i m glad that s done 
1638,i m glad that s over 
1639,i m glad this is all over 
1640,i m glad you liked that 
1641,i m glad you asked that 
1642,i m glad you brought the job 
1643,i m glad you asked that question 
1644,i m glad you ve succeeded 
1645,i m glad you re happy 
1646,i m glad you re off today 
1647,i m glad you came down today 
1648,i m glad you came 
1649,i m glad you came down today 
1650,i m glad you asked that question 
1651,i m glad you re off today 
1652,i m glad you came 
1653,i m against war 
1654,i m convinced 
1655,i m sure i m right 
1656,i m convinced of his honesty 
1657,i m sure my son is innocent 
1658,i m sure you re right 
1659,i m convinced 
1660,i m sure of your innocence 
1661,i m sure you re right 
1662,i m courageous 
1663,i m courageous 
1664,i m flatmed to bed 
1665,i m curious to see how you do that 
1666,i m here 
1667,i m on the wrong bus 
1668,i m in the woods 
1669,i m in my room 
1670,i m in my room room 
1671,i m in my apartment 
1672,i m in my office 
1673,i m in a new house 
1674,i m in a difficult situation 
1675,i m in trouble 
1676,i m dancing 
1677,i m in a good mood 
1678,i m full of this night 
1679,i m from part 
1680,i m in a bad mood today 
1681,i m an optimistic 
1682,i welcome back home 
1683,i m back from the job 
1684,i m back from work 
1685,i m back in town 
1686,i m very bad mood 
1687,i m starting 
1688,i m startled 
1689,i m disappointed with your performance 
1690,i m out 
1691,i m already retired 
1692,i m already aware of this situation 
1693,i m already busy 
1694,i m already on the bus 
1695,i m already in the train 
1696,i m already father 
1697,i m already ready 
1698,i m already ready 
1699,i m a dentist 
1700,i m behind the tree 
1701,i m behind tom 
1702,i m sorry that won t happen again 
1703,i m sorry that won t happen again 
1704,i m sorry i said that 
1705,i m sorry i said that 
1706,i m sorry i have told you to lie 
1707,i m sorry i was impatient 
1708,i m sorry i did that 
1709,i m sorry i spoke about it 
1710,i m sorry i came to the world 
1711,i m sorry what i said 
1712,i m sorry i got disappointed to you 
1713,i m sorry i told you 
1714,i m sorry i ve disappointed you 
1715,i m sorry i ve disappointed you 
1716,i m sorry i told you 
1717,i m sorry i can t do that 
1718,i m sorry but it s impossible 
1719,i m sorry but i really have to go 
1720,i m sorry but the answer is not 
1721,i m sorry but you re wrong 
1722,i m sorry for what i said 
1723,i m sorry for last night 
1724,i m sorry for the other day 
1725,i m sorry for the other night 
1726,i m sorry for tom 
1727,i m sorry for you 
1728,i m sorry tom isn t here 
1729,i m sorry you lost 
1730,i m sorry if i hurt you 
1731,i m sorry if i hurt you 
1732,i m sorry if i embarrassed you 
1733,i m sorry i said that 
1734,i m sorry i said that 
1735,i m sorry i have told you to lie 
1736,i m sorry i was rude to you 
1737,i m sorry i was impatient 
1738,i m sorry i did that 
1739,i m sorry i came to the world 
1740,i m sorry i got disappointed to you 
1741,i m sorry i ve disappointed you 
1742,i m sorry i told you 
1743,i m sorry to interrupt 
1744,i m sorry i told you 
1745,i m sorry for you 
1746,i m sorry for you 
1747,i m sorry if i hurt you 
1748,i m sorry if i hurt you 
1749,i m sorry if i embarrassed you 
1750,i m sorry if i embarrassed you 
1751,i m your command now 
1752,i m now treated by a doctor 
1753,i m your supervisor now 
1754,i m a detective 
1755,i m determined to do what s right 
1756,i m devasted 
1757,i m different guys 
1758,i m difficult at the table 
1759,i m graduate 
1760,i m direct 
1761,i m a saying 
1762,i m free now 
1763,i m willing to help you 
1764,i m good at things 
1765,i m good at keeping secrets 
1766,i m a novelist 
1767,i m effective 
1768,i m a tourist too 
1769,i m pretty good shape 
1770,i m in good shape 
1771,i m on good terms with tom 
1772,i m angry 
1773,i m angry with you 
1774,i m angry with everybody 
1775,i m off the hudon today 
1776,i m in a sick illness 
1777,i m in shock 
1778,i m upstairs 
1779,i m in lightfight 
1780,i m in perfect health 
1781,i m in charge 
1782,i m first 
1783,i m late for an appointment 
1784,i m late for school 
1785,i m late for dinner 
1786,i m late for work 
1787,i m at the meeting 
1788,i m on the way to the station 
1789,i m safe now 
1790,i m safe here 
1791,i m safe now 
1792,i m overweight 
1793,i m catching a cold train 
1794,i m writing a new book 
1795,i m going crazy 
1796,i m going crazy 
1797,i m having dinner with my wife 
1798,i m playing golf 
1799,i m reading this book 
1800,i m dressed 
1801,i m losing your head 
1802,i m taking my shower 
1803,i m watching a movie 
1804,i m looking at a video 
1805,i m coming home 
1806,i m looking for you 
1807,i m alive 
1808,i m alive and healthy 
1809,i m in town for business 
1810,i m pregnant 
1811,i m delighted to get to know you 
1812,i m delighted to get to know you 
1813,i m still half asleep 
1814,i m still at work 
1815,i m still at home 
1816,i m still confused 
1817,i m still looking for a job 
1818,i m still in town 
1819,i m still tired 
1820,i m still a member 
1821,i m still awake 
1822,i m still very supportive 
1823,i m still too weak 
1824,i m still too young to do that 
1825,i m still a friendly speaker 
1826,i m sore up to the neck 
1827,i m hired 
1828,i m hired 
1829,i m a french teacher 
1830,i m a teacher here 
1831,i m not a teacher 
1832,i m not a doctor 
1833,i m a french teacher 
1834,i m a teacher here 
1835,i m a teacher teacher 
1836,i m terrible at math 
1837,i m exhausted in bed 
1838,i m a college student 
1839,i m a university student in the second year 
1840,i m a law student 
1841,i m a college student in biology 
1842,i m a university student in the second year 
1843,i m a law student 
1844,i m exactly like you 
1845,i m exactly where i m supposed to be 
1846,i m excited to go 
1847,i m excited and ready to go 
1848,i m extroverted 
1849,i m extruciated 
1850,i m extremely rich 
1851,i m upset against her 
1852,i m tired that was a long day 
1853,i m tired of marketing a lot 
1854,i m tired of being sick 
1855,i m tired of doing this 
1856,i m tired of cleaning up after you 
1857,i m tired of all those lies 
1858,i m tired of all his lies 
1859,i m tired of living like this 
1860,i m tired and i want to go home 
1861,i m tired of being sick 
1862,i m tired of studying 
1863,i m tired of doing this 
1864,i m tired of cleaning behind you 
1865,i m proud of being here 
1866,i m proud of being your father 
1867,i m proud of being your father 
1868,i m proud of that 
1869,i m proud of my family 
1870,i m proud of my job 
1871,i m proud of counting you in our team 
1872,i m proud of that 
1873,i m proud of my family 
1874,i m proud of my job 
1875,i m flattered 
1876,i m crazy about you 
1877,i m forced to do that 
1878,i m very busy 
1879,i m very busy 
1880,i m lazy 
1881,i m mad at you two 
1882,i m on the low station 
1883,i m fat too 
1884,i m fat too 
1885,i m used to this cold weather 
1886,i m used to this computer 
1887,i m used to doing that 
1888,i m used to doing this in the dark 
1889,i m used to the pain now 
1890,i m used to living alone 
1891,i m used to the cold weather 
1892,i m used to this cold weather 
1893,i m used to drive to the left 
1894,i m used to drive a truck 
1895,i m used to being ignored by my parents 
1896,i m used to doing that 
1897,i m used to the pain now 
1898,i m used to eat alone 
1899,i m used to work late 
1900,i m used to the cold 
1901,i m glad i m with you 
1902,i m glad i saw what i saw 
1903,i m glad to hear it 
1904,i m glad to hear it 
1905,i m happy to do it 
1906,i m happy to see you again 
1907,i m glad people saw him 
1908,i m glad we did it 
1909,i m glad to help 
1910,i m glad i could help you 
1911,i m glad to hear that 
1912,i m glad i m with you 
1913,i m glad i m here 
1914,i m glad i saw what i saw 
1915,i m glad to do this for you 
1916,i m glad to do this for you 
1917,i m glad to hear it 
1918,i m glad to hear it 
1919,i m glad to do it 
1920,i m glad to see you again 
1921,i m glad to see you again 
1922,i m happy for you 
1923,i m glad that worked 
1924,i m glad that s over 
1925,i m glad people saw him 
1926,i m glad you could join us 
1927,i m glad you re my girlfriend 
1928,i m honored to meet your meeting 
1929,i m horrible 
1930,i m here too 
1931,i m here with a friend 
1932,i m here with a friend 
1933,i m here in friend 
1934,i m here to help that 
1935,i m here to talk to tom 
1936,i m here for a meeting 
1937,i m here just because of you 
1938,i m here alone 
1939,i m looking forward to getting started 
1940,i m looking forward to going to work 
1941,i m looking forward to seeing your parents 
1942,i m looking forward to success 
1943,i m looking forward to seeing you in october 
1944,i m looking forward to doing that 
1945,i m looking forward to seeing you in october 
1946,i can t do that 
1947,i can t do this 
1948,i m worried about the future 
1949,i m worried about the future of this country 
1950,i m worried about my mother s health 
1951,i m worried about the baby 
1952,i m worried about children 
1953,i m worried about my children 
1954,i m worried about the baby 
1955,i m worried about my children 
1956,i m a teacher 
1957,i m interested in american history 
1958,i m interested in japanese history 
1959,i m interested in australian history 
1960,i m invited to that party 
1961,i m invited to dinner tonight 
1962,i m invited to a party tonight 
1963,i m young and innocent 
1964,i m young and innocent 
1965,i m just here 
1966,i m right behind her 
1967,i m right behind tom 
1968,i m just happy to be here 
1969,i m just happy to be here 
1970,i m just happy to be here with you 
1971,i m just a little tired 
1972,i m just a little nervous 
1973,i m tom s friend 
1974,i m the coach 
1975,i m in there 
1976,i m the law 
1977,i m the best one 
1978,i m the new teacher 
1979,i m the last one 
1980,i m the youngest young of the three sons 
1981,i m the youngest one here 
1982,i m the business for business 
1983,i m here for real 
1984,i m here to talk to you 
1985,i m here for you 
1986,i m here to talk to you 
1987,i m next 
1988,i m tom s urgency 
1989,i m all the time 
1990,i m the captain of this ship 
1991,i m the project of project 
1992,i m guilty 
1993,i m the cook 
1994,i m the last one that i saw tom 
1995,i m the last one who saw tom 
1996,i m the manager 
1997,i m the best one 
1998,i m tom s new assistant 
1999,i m the new teacher 
2000,i m the boss now 
2001,i m the boss right? 
2002,i m mary s boyfriend 
2003,i m the last child 
2004,i m the youngerest 
2005,i m the younger child s family 
2006,i m the youngest one here 
2007,i m the oldest one here 
2008,i m the next one 
2009,i m tom s french teacher 
2010,i m the only one who understands it 
2011,i m free after lunch 
2012,i m free all noon 
2013,i m your boss now 
2014,i m your boss now 
2015,i m sore-piss 
2016,i m unhappy 
2017,i m unhappy 
2018,i m unhappy in love 
2019,i m married to a lawyer 
2020,i m married and i have a daughter 
2021,i m married to tom s urges 
2022,i m married to a lawyer 
2023,i m materialistic 
2024,i m bad at sports 
2025,i m bad to keep secrets 
2026,i m a doctor now 
2027,i m a member 
2028,i m a member of baseball team 
2029,i m better here 
2030,i m a minor but not thin 
2031,i m even confronted with that problem 
2032,i m dead of death 
2033,i m scared of death 
2034,i m nervous 
2035,i m nervous 
2036,i m not lazy 
2037,i m no wonder 
2038,i m not at golf 
2039,i m not a cooking 
2040,i m not a swimmer 
2041,i m not at sports 
2042,i m busy monday 
2043,i m busy today 
2044,i m officially official on vacation 
2045,i m open to everything 
2046,i m open of mind 
2047,i m dad 
2048,i m perfect for you 
2049,i m perfect for you 
2050,i m perfect for you 
2051,i m perfect for you 
2052,i m sometimes careless 
2053,i m leaving if you are 
2054,i m leaving if you are 
2055,i m not allowed to tell you 
2056,i m not allowed to tell you 
2057,i m not allowed to tell you 
2058,i m not allowed to tell you 
2059,i m not on duty 
2060,i m not a lot of town 
2061,i m a drugomy 
2062,i m tied 
2063,i m poor too 
2064,i m poor too 
2065,i m chesttered in the building 
2066,i m lost 
2067,i m small 
2068,i m full of hope 
2069,i m very confident of your innocence 
2070,i m older than you think 
2071,i m happier now 
2072,i m heavier than you 
2073,i m rather easy in this room 
2074,i m rather broke now 
2075,i m rather drunk 
2076,i m rather bad 
2077,i m kind of busy here 
2078,i m kind of busy here 
2079,i m rather satisfied 
2080,i m rather shy 
2081,i m for it 
2082,i m pretty ready 
2083,i m almost an adult now 
2084,i m near the station 
2085,i m almost blind 
2086,i m almost certain that tom is innocent 
2087,i m pretty sure tom is innocent 
2088,i m almost sure tom s lying 
2089,i m almost sure you re mistaken 
2090,i m almost sure tom s lying 
2091,i m still at home on monday 
2092,i m in a hurry home 
2093,i m ready to help 
2094,i m ready to start 
2095,i m ready to do this for you 
2096,i m ready to compromise 
2097,i m ready to accept it 
2098,i m ready to do it 
2099,i m ready to try it 
2100,i m ready to beat myself 
2101,i m ready to go 
2102,i m ready to take that risk 
2103,i m ready to leave this place 
2104,i m ready to try this 
2105,i m ready to help you in your work 
2106,i m ready to do this for you 
2107,i m ready to accept it 
2108,i m ready to fight 
2109,i m ready to leave this place 
2110,i m ready to help you 
2111,i m a language teacher 
2112,i m very sorry 
2113,i m clean 
2114,i m a realistic person 
2115,i m a very introver introver 
2116,i m a little confused 
2117,i m fast 
2118,i rarely am invited to parties 
2119,i m glad to hear that 
2120,i m glad to be worthless 
2121,i m glad i ve got you here 
2122,i m glad to see you alone 
2123,i m delighted and honor to find here 
2124,i m glad tom will come and help us 
2125,i m glad to hear that 
2126,i appreciate it 
2127,i appreciate my children 
2128,i appreciate my family 
2129,i appreciate my friends 
2130,i appreciate it 
2131,i m really sorry 
2132,i m responsible for this 
2133,i m responsible for this 
2134,i m responsible for my son s failure 
2135,i m responsible for my behavior 
2136,i m rich 
2137,i m dirty 
2138,i m unbuttony 
2139,i m satisfied with my job 
2140,i m satisfied with the result 
2141,i m skeptical 
2142,i m just worried about your safety 
2143,i m just mine 
2144,i m so glad you re back 
2145,i m so glad you came 
2146,i m so glad you re back 
2147,i m so tired 
2148,i m so tired to keep secrets 
2149,i m so tired 
2150,i m so proud of my team 
2151,i m so proud of my team 
2152,i m so happy to meet you 
2153,i m so happy that christmas is here 
2154,i m so happy 
2155,i m so happy to meet you 
2156,i m so happy to see you again 
2157,i m so happy that christmas is here 
2158,i m so happy you re here 
2159,i m so happy you re here 
2160,i m so lonely 
2161,i m so lonely 
2162,i m a soldier 
2163,i m deaf 
2164,i m deaf 
2165,i m under the shock now 
2166,i m stressed 
2167,i m amazed with your boil 
2168,i m supposed to go 
2169,i m sure i m right 
2170,i m sure i saw something moving 
2171,i m sure about that 
2172,i m sure i know him 
2173,i m sure i can do it 
2174,i m sure i ll pass the exam 
2175,i m sure i talked to you about it 
2176,i m on the waiting list of waiting 
2177,i m on the road 
2178,i m on the way 
2179,i m on the way of the store 
2180,i m about lunch 
2181,i m about to lose your head 
2182,i m sure he will pass the exam 
2183,i m sure they re wrong 
2184,i m sure they re talking about us 
2185,i m sure they are on 
2186,i m sure that s wrong 
2187,i m sure that s true 
2188,i m sure that was an accident 
2189,i m sure that s not true 
2190,i m sure that ll be fun 
2191,i m sure this can wait 
2192,i m sure i m wrong 
2193,i m sure i can do it 
2194,i m sure i m going to regret this 
2195,i m sure our team will win 
2196,i m sure we re going to win 
2197,i m sure tom is honest 
2198,i m sure tom was here yesterday 
2199,i m sure tom won t win 
2200,i m sure tom will leave early 
2201,i m sure tom can win 
2202,i m sure tom could help us 
2203,i m sure tom will be angry 
2204,i m sure tom will come tomorrow 
2205,i m sure everything s ok 
2206,i m sure everything s going to walk for you 
2207,i m sure everything s going to work out 
2208,i m sure you understand 
2209,i m sure you re busy 
2210,i m sure you re mistaken 
2211,i m sure you ll like this 
2212,i m sure you ll like this 
2213,i m sure you re busy 
2214,i m sure you re busy 
2215,i m sure you re busy 
2216,i m sure you ll be very happy 
2217,i m sure i saw something moving 
2218,i m sure i can do it 
2219,i m sure they ll win 
2220,i m sure they are on 
2221,i m sure they ll win 
2222,i m sure that can wait 
2223,i m sure that s not true 
2224,i m sure i m wrong 
2225,i m sure i can do it 
2226,i m sure tom can win 
2227,i m sure tom is going to be ok 
2228,i m sure tom will come tomorrow 
2229,i m sure everything s ok 
2230,i m sure you don t want to go 
2231,i m sure you ll like this 
2232,i m sure you ll like this 
2233,i m sure you re right 
2234,i m sure you re busy 
2235,i m sure you re busy 
2236,i m sure you ll be very happy 
2237,i m sure you re mistaken 
2238,i m surprised to see you again 
2239,i m surprised to see you again 
2240,i m surprised tom won 
2241,i m surprised you missed that 
2242,i m surprised to see you again 
2243,i m surprised to see you again 
2244,i m surprised tom won 
2245,i m surprised you missed that 
2246,i m so glad i did that 
2247,i m so glad you did that 
2248,i m so glad you did 
2249,i m so glad you re here 
2250,i m so glad you ve succeeded 
2251,i m so glad i did that 
2252,i m so glad to see you 
2253,i m so glad we did that 
2254,i m so lucky 
2255,i m so tired 
2256,i m so tired 
2257,i m so fat 
2258,i m so fat 
2259,i m so happy to hear that 
2260,i m so stupid 
2261,i m awfully shy 
2262,i m terrified to be alone in the dark 
2263,i m terrified to be alone in the dark 
2264,i m tom 
2265,i fell in love with you 
2266,i m totally against the plan 
2267,i m totally opposite to plan 
2268,i m still at home 
2269,i m still in love with mary 
2270,i m still in love with mary 
2271,i m still up 
2272,i m still up early 
2273,i m still in shape 
2274,i m always tired 
2275,i m still crazy about you 
2276,i m always a member 
2277,i m always busy with my homework 
2278,i m always ready to help 
2279,i m always ready to help 
2280,i m always glad to see you 
2281,i m always a stranger here 
2282,i m all as curious as you 
2283,i m all as frustrated as anyone 
2284,i m all the weather nervous 
2285,i m all crazy 
2286,i m very ambitious 
2287,i m very paid to do that 
2288,i m very lucky 
2289,i m very glad to see you 
2290,i m very glad you re here 
2291,i m very glad you re all here 
2292,i m very relaxed 
2293,i m very good at animals 
