ID,fra
1022,je ne prends plus aucun risque
1023,je ne regarde pas
1024,je ne sais pas bien nager moi non plus
1025,je ne sais pas exactement ce qui se passe
1026,je ne sais pas si tom peut le faire
1027,je ne sais pas tres bien cuisiner
1028,je ne sais pas trop comment le prendre
1029,je ne sais pas trop ou aller
1030,je ne sais pas trop ou je suis
1031,je ne sais pas trop par ou commencer
1032,je ne sais pas trop quoi faire
1033,je ne sais plus si tom le fait encore
1034,je ne sais rien de leur plan
1035,je ne serai pas la demain
1036,je ne sors pas avec ce temps
1037,je ne sors pas avec tom
1038,je ne sors pas ce soir
1039,je ne souffre pas
1040,je ne suis actuellement pas dans mon bureau
1041,je ne suis amoureuse de personne
1042,je ne suis amoureux de personne
1043,je ne suis coupable de rien
1044,je ne suis en rien comme vous
1045,je ne suis ici que pour le week end
1046,je ne suis jamais presse
1047,je ne suis jamais pressee
1048,je ne suis meme pas fatigue
1049,je ne suis meme pas fatiguee
1050,je ne suis meme pas surpris
1051,je ne suis meme pas un peu surpris
1052,je ne suis meme pas un peu surprise
1053,je ne suis moi non plus pas un expert
1054,je ne suis pas amoureuse de vous
1055,je ne suis pas amoureux de toi
1056,je ne suis pas assez age
1057,je ne suis pas assez agee
1058,je ne suis pas assez experimente
1059,je ne suis pas assez fort pour faire ca
1060,je ne suis pas assez forte pour faire ca
1061,je ne suis pas assez paye
1062,je ne suis pas assez vieille pour faire ca
1063,je ne suis pas assez vieux pour faire ca
1064,je ne suis pas assistante sociale
1065,je ne suis pas au meilleur de ma forme
1066,je ne suis pas au regime
1067,je ne suis pas aussi confiant que toi
1068,je ne suis pas aussi grand que toi
1069,je ne suis pas aussi grande que vous
1070,je ne suis pas aussi rapide que tom
1071,je ne suis pas aussi riche qu avant
1072,je ne suis pas aussi sauvage que cela
1073,je ne suis pas aussi vieux que toi evidemment
1074,je ne suis pas autorise a en parler
1075,je ne suis pas autorise a parler
1076,je ne suis pas autorisee a discuter
1077,je ne suis pas autorisee a parler de ca
1078,je ne suis pas avocat
1079,je ne suis pas bizarre
1080,je ne suis pas bon a la nage
1081,je ne suis pas bon en dessin
1082,je ne suis pas bon en francais
1083,je ne suis pas bon en mathematiques
1084,je ne suis pas bon pour ecrire des chansons
1085,je ne suis pas bonne cuisiniere
1086,je ne suis pas bonne en francais
1087,je ne suis pas capable de faire ca
1088,je ne suis pas celebre
1089,je ne suis pas celui qui fait les regles
1090,je ne suis pas cense en parler
1091,je ne suis pas cense faire ca
1092,je ne suis pas cense parler avec tom
1093,je ne suis pas cense t aider
1094,je ne suis pas cense vous parler
1095,je ne suis pas censee faire ca
1096,je ne suis pas censee parler avec tom
1097,je ne suis pas certaine que ceci soit necessaire
1098,je ne suis pas comme elles
1099,je ne suis pas comme eux
1100,je ne suis pas comme toi !
1101,je ne suis pas comme tout le monde
1102,je ne suis pas comme vous !
1103,je ne suis pas completement sure
1104,je ne suis pas creatif
1105,je ne suis pas creative
1106,je ne suis pas credule
1107,je ne suis pas d humeur a ca
1108,je ne suis pas de bonne humeur
1109,je ne suis pas de bonne humeur aujourd hui
1110,je ne suis pas de service en ce moment
1111,je ne suis pas different de toi
1112,je ne suis pas different de vous
1113,je ne suis pas differente de toi
1114,je ne suis pas differente de vous
1115,je ne suis pas difficile
1116,je ne suis pas dispose a payer autant
1117,je ne suis pas doue pour garder des secrets
1118,je ne suis pas doue pour la cuisine
1119,je ne suis pas doue pour le sport
1120,je ne suis pas doue pour parler aux gens
1121,je ne suis pas du tout concerne
1122,je ne suis pas du tout content d elle
1123,je ne suis pas du tout effraye
1124,je ne suis pas du tout embarrasse
1125,je ne suis pas du tout embarrassee
1126,je ne suis pas du tout inquiet
1127,je ne suis pas du tout inquiet pour ca
1128,je ne suis pas du tout interesse
1129,je ne suis pas du tout interessee
1130,je ne suis pas du tout nerveuse
1131,je ne suis pas du tout nerveux
1132,je ne suis pas du tout satisfait d elle
1133,je ne suis pas en bonne sante
1134,je ne suis pas en mesure de l arreter
1135,je ne suis pas en mesure de le faire
1136,je ne suis pas en securite
1137,je ne suis pas en securite ici
1138,je ne suis pas en tort
1139,je ne suis pas encore bien reveillee
1140,je ne suis pas encore celebre
1141,je ne suis pas encore habille
1142,je ne suis pas encore habitue a faire ca
1143,je ne suis pas encore habitue a vivre ici
1144,je ne suis pas encore habituee a vivre ici
1145,je ne suis pas encore pret a en parler
1146,je ne suis pas encore pret a faire ca
1147,je ne suis pas encore prete a faire ca
1148,je ne suis pas encore sur
1149,je ne suis pas etudiant
1150,je ne suis pas etudiante
1151,je ne suis pas fache
1152,je ne suis pas fache contre toi
1153,je ne suis pas fache je suis juste decu
1154,je ne suis pas fatigue moi non plus
1155,je ne suis pas fier de moi
1156,je ne suis pas fumeur
1157,je ne suis pas habitue a ces choses
1158,je ne suis pas habitue a faire ca
1159,je ne suis pas habitue a la chaleur
1160,je ne suis pas habitue a me coucher tard
1161,je ne suis pas habitue a parler en public
1162,je ne suis pas habituee a faire ca
1163,je ne suis pas habituee a parler en public
1164,je ne suis pas heureuse de la situation
1165,je ne suis pas heureux de la situation
1166,je ne suis pas ici pour acheter des chaussures
1167,je ne suis pas incompetent
1168,je ne suis pas inquiet a ce sujet
1169,je ne suis pas interesse par tes problemes
1170,je ne suis pas interessee par vos problemes
1171,je ne suis pas l ennemi
1172,je ne suis pas la seule
1173,je ne suis pas la seule a apprecier tom
1174,je ne suis pas la seule a faire ca
1175,je ne suis pas la seule canadienne ici
1176,je ne suis pas le responsable
1177,je ne suis pas le responsable de ca
1178,je ne suis pas le seul
1179,je ne suis pas le seul a apprecier tom
1180,je ne suis pas le seul a avoir faim
1181,je ne suis pas le seul a faire ca
1182,je ne suis pas le seul canadien ici
1183,je ne suis pas libre aujourd hui
1184,je ne suis pas marie non plus
1185,je ne suis pas mariee non plus
1186,je ne suis pas medecin mais enseignant
1187,je ne suis pas mon pere
1188,je ne suis pas mort
1189,je ne suis pas morte
1190,je ne suis pas non plus de bonne humeur
1191,je ne suis pas obsede par l argent
1192,je ne suis pas occupe pour l instant
1193,je ne suis pas occupee pour l instant
1194,je ne suis pas paresseux
1195,je ne suis pas paye pour faire ca
1196,je ne suis pas perdu
1197,je ne suis pas plus bete que toi
1198,je ne suis pas prepare a faire ca
1199,je ne suis pas preparee a faire ca
1200,je ne suis pas pret a avoir une relation
1201,je ne suis pas pret a faire ca
1202,je ne suis pas pret a prendre ce risque
1203,je ne suis pas pret pour ca
1204,je ne suis pas pret pour l examen
1205,je ne suis pas prete a faire cela
1206,je ne suis pas prete pour ceci
1207,je ne suis pas prete pour une relation
1208,je ne suis pas qualifie pour faire ca
1209,je ne suis pas quelqu un de mauvais
1210,je ne suis pas responsable de cela
1211,je ne suis pas satisfait de mon nouvel appartement
1212,je ne suis pas satisfait de ta performance
1213,je ne suis pas satisfait de votre performance
1214,je ne suis pas satisfaite de ta performance
1215,je ne suis pas satisfaite de votre performance
1216,je ne suis pas si chanceuse
1217,je ne suis pas si chanceux
1218,je ne suis pas si confiant
1219,je ne suis pas si confiante
1220,je ne suis pas si credule
1221,je ne suis pas si dingue
1222,je ne suis pas si facilement intimide
1223,je ne suis pas si fatigue
1224,je ne suis pas si folle
1225,je ne suis pas si mauvais
1226,je ne suis pas si naive
1227,je ne suis pas si normal
1228,je ne suis pas si surpris
1229,je ne suis pas si vieux
1230,je ne suis pas son genre
1231,je ne suis pas suppose vous aider
1232,je ne suis pas supposee faire ceci aujourd hui
1233,je ne suis pas sur
1234,je ne suis pas sur de le vouloir vraiment
1235,je ne suis pas sur de vouloir cela
1236,je ne suis pas sur de vouloir le voir
1237,je ne suis pas sur de vouloir voir ca
1238,je ne suis pas sur que ca soit possible
1239,je ne suis pas sur que ca soit vrai
1240,je ne suis pas sur que ce soit possible
1241,je ne suis pas sur que ceci soit necessaire
1242,je ne suis pas sur que cela arrive
1243,je ne suis pas sur que tom soit pret
1244,je ne suis pas sur que tu sois pret
1245,je ne suis pas sur que tu sois prete
1246,je ne suis pas sur que vous soyez pret
1247,je ne suis pas sur que vous soyez prete
1248,je ne suis pas sur que vous soyez pretes
1249,je ne suis pas sur que vous soyez prets
1250,je ne suis pas sure de la date exacte
1251,je ne suis pas sure de vouloir cela
1252,je ne suis pas sure de vouloir le voir
1253,je ne suis pas sure que ca soit possible
1254,je ne suis pas sure que ca soit vrai
1255,je ne suis pas sure que cela soit possible
1256,je ne suis pas sure que tom soit pret
1257,je ne suis pas sure que tu sois pret
1258,je ne suis pas sure que tu sois prete
1259,je ne suis pas sure que vous soyez pret
1260,je ne suis pas sure que vous soyez prete
1261,je ne suis pas sure que vous soyez pretes
1262,je ne suis pas sure que vous soyez prets
1263,je ne suis pas surpris d entendre ca
1264,je ne suis pas surprise d entendre cela
1265,je ne suis pas ta s ur
1266,je ne suis pas tatillon
1267,je ne suis pas tom
1268,je ne suis pas totalement convaincu de cela
1269,je ne suis pas toujours chez moi le dimanche
1270,je ne suis pas toujours comme ca
1271,je ne suis pas tres bon chanteur
1272,je ne suis pas tres bon danseur
1273,je ne suis pas tres bon en maths
1274,je ne suis pas tres bonne a ca
1275,je ne suis pas tres bonne chanteuse
1276,je ne suis pas tres content
1277,je ne suis pas tres difficile
1278,je ne suis pas tres doue avec les enfants
1279,je ne suis pas tres doue pour ca
1280,je ne suis pas tres douee avec les enfants
1281,je ne suis pas tres intelligent
1282,je ne suis pas tres interesse a faire ca
1283,je ne suis pas tres occupe aujourd hui
1284,je ne suis pas tres occupee aujourd hui
1285,je ne suis pas trop etonne
1286,je ne suis pas trop vieille pour faire cela
1287,je ne suis pas trop vieux pour faire ca
1288,je ne suis pas un ange
1289,je ne suis pas un bebe
1290,je ne suis pas un bon acteur
1291,je ne suis pas un chanteur
1292,je ne suis pas un de tes soldats
1293,je ne suis pas un de vos employes
1294,je ne suis pas un de vos etudiants
1295,je ne suis pas un de vos soldats
1296,je ne suis pas un espion
1297,je ne suis pas un gamin
1298,je ne suis pas un grand photographe
1299,je ne suis pas un homme patient
1300,je ne suis pas un interprete
1301,je ne suis pas un lache
1302,je ne suis pas un mec violent
1303,je ne suis pas un super charpentier
1304,je ne suis pas un touriste
1305,je ne suis pas un tres bon artiste
1306,je ne suis pas une bonne personne
1307,je ne suis pas une chanteuse
1308,je ne suis pas une de tes employees
1309,je ne suis pas une grande photographe
1310,je ne suis pas une interprete
1311,je ne suis pas une sorciere
1312,je ne suis pas votre femme
1313,je ne suis pas votre s ur
1314,je ne suis pas vraiment d humeur
1315,je ne suis pas vraiment d humeur a plaisanter
1316,je ne suis pas vraiment en colere contre toi
1317,je ne suis pas vraiment inquiet a ce sujet
1318,je ne suis pas vraiment inquiete a ce sujet
1319,je ne suis pas vraiment pret a faire ca
1320,je ne suis pas vraiment prete a faire ca
1321,je ne suis pas vraiment si surpris
1322,je ne suis pas vraiment si surprise
1323,je ne suis pas vraiment surpris
1324,je ne suis pas vraiment un amateur de chiens
1325,je ne suis personne
1326,je ne suis plus deprime
1327,je ne suis plus deprimee
1328,je ne suis plus en colere
1329,je ne suis plus fache
1330,je ne suis plus malade
1331,je ne suis plus surprise par rien
1332,je ne suis plus un jeune homme
1333,je ne suis point assez age
1334,je ne suis point assez agee
1335,je ne suis presque jamais en retard
1336,je ne suis qu un ami
1337,je ne suis qu un chauffeur de taxi
1338,je ne suis qu un enfant
1339,je ne suis toujours pas capable de faire ca
1340,je ne suis toujours pas certaine
1341,je ne suis toujours pas convaincu
1342,je ne suis toujours pas entierement satisfait
1343,je ne t ecoute pas
1344,je ne te lache pas des yeux
1345,je ne te parle plus
1346,je ne te quitte pas tom
1347,je ne touche a rien
1348,je ne vais jamais abandonner
1349,je ne vais jamais y arriver
1350,je ne vais nulle part avec toi
1351,je ne vais nulle part avec vous
1352,je ne vais pas abandonner ceci
1353,je ne vais pas aller la dedans
1354,je ne vais pas au cinema avec toi
1355,je ne vais pas changer
1356,je ne vais pas chanter
1357,je ne vais pas faire ca demain
1358,je ne vais pas faire ca plus longtemps
1359,je ne vais pas le dire deux fois
1360,je ne vais pas le faire
1361,je ne vais pas le repeter
1362,je ne vais pas lire ce livre
1363,je ne vais pas me battre avec toi
1364,je ne vais pas me battre avec vous
1365,je ne vais pas par la
1366,je ne vais pas parler d eux
1367,je ne vais pas prendre ce risque
1368,je ne vais pas repondre a ca
1369,je ne vais pas repondre a cette question
1370,je ne vais pas repondre a davantage de questions
1371,je ne vais pas rester ici avec vous
1372,je ne vais pas rester pour toujours
1373,je ne vais pas te dire son nom
1374,je ne vais pas te l expliquer
1375,je ne vais pas te mentir
1376,je ne vais pas te montrer ceci
1377,je ne vais pas vous l expliquer
1378,je ne vais pas vous laisser faire ca
1379,je ne vais pas vous mentir
1380,je ne vais pas vous montrer ceci
1381,je ne vais plus a l ecole
1382,je ne vais plus parler
1383,je ne vais rien faire du tout
1384,je ne viens pas avec toi
1385,je ne viens pas avec vous
1386,je ne viens pas d inde
1387,je ne viens pas d une famille riche
1388,je nettoie la cuisine
1389,je parle avec tom
1390,je parle de mon ami
1391,je parle de mon amie
1392,je parle de notre maison
1393,je parle francais couramment
1394,je pars a l etranger l ete prochain
1395,je pars a la chasse
1396,je pars apres demain
1397,je pars dans l apres midi
1398,je pars demain
1399,je pars en australie apres demain
1400,je pars lundi
1401,je partirai dans une semaine
1402,je passe
1403,je passe mes vacances a la plage
1404,je passe une mauvaise journee
1405,je passe une semaine difficile
1406,je pense a vous tous les jours
1407,je pense acheter une voiture
1408,je pense aller a boston pour noel
1409,je pense aller en australie pour noel
1410,je perds l esprit
1411,je perds mes cheveux
1412,je perds mon temps
1413,je perds tout le temps mes cles
1414,je plante des haricots dans mon jardin
1415,je prends des conges cette semaine
1416,je prends des photos du pont
1417,je prends le chemin de la maison
1418,je prends ma retraite en octobre
1419,je prends mon petit dejeuner
1420,je prends soin de tom
1421,je prends un jour de conge demain
1422,je prends une douche
1423,je prepare en ce moment le petit dejeuner
1424,je prepare le diner
1425,je prevois d acheter cette voiture
1426,je prevois de demenager a boston
1427,je prevois de dormir a l hotel
1428,je prevois de faire ca demain
1429,je quitte ce groupe
1430,je quitte l australie
1431,je recherche un boulot bien paye
1432,je reflechis a acheter une nouvelle voiture
1433,je regarde le match a la tele
1434,je rencontre tom ce soir
1435,je rentre
1436,je rentre chez moi
1437,je rentre chez moi dans trois jours
1438,je rentre chez moi pour noel
1439,je reste a la maison aujourd hui
1440,je reste avec mon oncle
1441,je reste ici un petit moment
1442,je reste plusieurs jours
1443,je retourne a mon bureau
1444,je retourne au lit
1445,je retourne chez moi
1446,je retourne chez moi pour les vacances d ete
1447,je retourne en australie en octobre
1448,je retourne travailler
1449,je reviens cette nuit
1450,je saigne
1451,je sais bien cuisiner
1452,je sais tres bien a qui j ai affaire
1453,je saute
1454,je sejourne chez un ami
1455,je serai medecin
1456,je songe a me lancer en politique
1457,je songe a me marier
1458,je sors ce soir
1459,je sors de l hopital demain
1460,je sors dejeuner
1461,je sors faire un tour
1462,je sors juste une minute
1463,je sors toujours avec tom
1464,je souffre
1465,je soupe
1466,je suis a boston aujourd hui
1467,je suis a boston toute cette semaine
1468,je suis a l exterieur
1469,je suis a l hopital
1470,je suis a l interieur
1471,je suis a la banque
1472,je suis a la bibliotheque
1473,je suis a la recherche de ma montre
1474,je suis a la retraite
1475,je suis a moitie japonaise
1476,je suis a present assez sur
1477,je suis accro a la cocaine
1478,je suis actuellement a la recherche d un emploi
1479,je suis affame
1480,je suis alcoolique
1481,je suis amoureuse
1482,je suis amoureuse de ta fille
1483,je suis amoureux
1484,je suis amoureux d elle
1485,je suis amoureux de mary
1486,je suis amoureux de votre fille
1487,je suis amuse
1488,je suis apres toi
1489,je suis assez fort pour faire ca maintenant
1490,je suis assez grand pour le faire moi meme
1491,je suis assez grande pour le faire moi meme
1492,je suis assez petit
1493,je suis assis
1494,je suis assis seul dans ma maison
1495,je suis assise seule chez moi
1496,je suis au bureau
1497,je suis au commissariat
1498,je suis au courant
1499,je suis au regime en ce moment
1500,je suis au regime sec
1501,je suis au telephone
1502,je suis au telephone la
1503,je suis au travail
1504,je suis aussi fatigue que toi
1505,je suis aussi grand que toi
1506,je suis aussi grande que vous
1507,je suis aussi ravi de te rencontrer tom
1508,je suis aussi surpris que toi
1509,je suis aussi surpris que vous
1510,je suis aussi surprise que toi
1511,je suis aussi surprise que vous
1512,je suis aux anges
1513,je suis avec des amies
1514,je suis avec des amis
1515,je suis avec eux
1516,je suis avec lui
1517,je suis avec ma famille en ce moment
1518,je suis avec toi sur ce coup
1519,je suis avec un client
1520,je suis aveugle d un il
1521,je suis aveugle de l il droit
1522,je suis aveugle pas sourd
1523,je suis avocat
1524,je suis bien conscient des risques
1525,je suis bien conscient du danger
1526,je suis bien conscient du risque
1527,je suis bien consciente des risques
1528,je suis bien ici
1529,je suis bien plus gros que toi
1530,je suis bien plus vieille que toi
1531,je suis bien plus vieille que vous
1532,je suis bien plus vieux que toi
1533,je suis bien plus vieux que vous
1534,je suis biologiste
1535,je suis bon en langues
1536,je suis brave
1537,je suis canadien
1538,je suis canadienne
1539,je suis capable de faire ca
1540,je suis capable de faire ca d une main
1541,je suis capable de le faire
1542,je suis capable de tout
1543,je suis celle qui devrait s excuser
1544,je suis celle qui va mourir
1545,je suis celui qui a pris la photo
1546,je suis celui qui devrait s excuser
1547,je suis celui qui est malade
1548,je suis celui qui va mourir
1549,je suis cense etre a l ecole aujourd hui
1550,je suis cense faire ca lundi
1551,je suis cense faire ca tout seul
1552,je suis cense le faire moi meme
1553,je suis cense ne le dire a personne
1554,je suis cense partir
1555,je suis censee le faire moi meme
1556,je suis censee ne le dire a personne
1557,je suis certain qu elles sont en route
1558,je suis certain qu on a assez de temps
1559,je suis certain que nous allons trouver une solution
1560,je suis certain que nous avons assez de temps
1561,je suis certain que tom l a fait
1562,je suis certain que tu es occupee
1563,je suis certain que vous etes occupe
1564,je suis certain que vous etes occupee
1565,je suis certaine d avoir laisse la porte ouverte
1566,je suis certaine d avoir raison
1567,je suis certaine qu elles sont en route
1568,je suis certaine qu on a assez de temps
1569,je suis certaine que c etait un accident
1570,je suis certaine que je vais regretter ceci
1571,je suis certaine que nous avons assez de temps
1572,je suis certaine que tu reussiras
1573,je suis certaine que vous etes occupe
1574,je suis certaine que vous etes occupee
1575,je suis chanteur
1576,je suis chanteuse
1577,je suis chez mes parents
1578,je suis chirurgien
1579,je suis coince a boston
1580,je suis coince ici
1581,je suis coincee ici
1582,je suis completement deborde
1583,je suis completement ivre
1584,je suis completement perdue
1585,je suis confus
1586,je suis confuse
1587,je suis conscient de ton probleme
1588,je suis conscient du danger
1589,je suis consciente de votre probleme
1590,je suis content aujourd hui
1591,je suis content d avoir un emploi
1592,je suis content d etre a la maison
1593,je suis content d etre chez moi
1594,je suis content d etre enfin a la maison
1595,je suis content d etre un homme
1596,je suis content d y etre alle
1597,je suis content de l avoir fait
1598,je suis content de ma vie
1599,je suis content de te voir finalement heureux
1600,je suis content de vivre encore ici
1601,je suis content de voir que tu es heureuse
1602,je suis content de voir que tu es heureux
1603,je suis content de voir que vous etes heureuse
1604,je suis content de voir que vous etes heureuses
1605,je suis content de voir que vous etes heureux
1606,je suis content qu on ait pu le faire
1607,je suis content qu on soit d accord
1608,je suis content que ce soit fini
1609,je suis content que ce soit termine
1610,je suis content que personne n ait ete blesse
1611,je suis content que tout ceci soit termine
1612,je suis content que tout soit fini
1613,je suis content que tu aies pose cette question
1614,je suis content que tu aies pu venir
1615,je suis content que tu me laisses faire ceci
1616,je suis content que tu sois ici aujourd hui
1617,je suis content que tu sois passe
1618,je suis content que tu sois venu
1619,je suis content que tu sois venu aujourd hui
1620,je suis content que tu sois venue aujourd hui
1621,je suis content que vous ayez apprecie cela
1622,je suis content que vous ayez demande cela
1623,je suis content que vous ayez pose cette question
1624,je suis content que vous ayez reussi
1625,je suis content que vous soyez ici aujourd hui
1626,je suis content que vous soyez toutes la
1627,je suis content que vous soyez venu
1628,je suis contente d encore vivre ici
1629,je suis contente d etre a la maison
1630,je suis contente d etre chez moi
1631,je suis contente de l entendre
1632,je suis contente de voir que tu es heureuse
1633,je suis contente de voir que tu es heureux
1634,je suis contente de voir que vous etes heureuse
1635,je suis contente de voir que vous etes heureuses
1636,je suis contente de voir que vous etes heureux
1637,je suis contente que ce soit fini
1638,je suis contente que cela soit termine
1639,je suis contente que tout ceci soit fini
1640,je suis contente que tu aies apprecie ca
1641,je suis contente que tu aies demande ca
1642,je suis contente que tu aies eu le poste
1643,je suis contente que tu aies pose cette question
1644,je suis contente que tu aies reussi
1645,je suis contente que tu sois content
1646,je suis contente que tu sois la aujourd hui
1647,je suis contente que tu sois venu aujourd hui
1648,je suis contente que tu sois venue
1649,je suis contente que tu sois venue aujourd hui
1650,je suis contente que vous ayez pose cette question
1651,je suis contente que vous soyez la aujourd hui
1652,je suis contente que vous soyez venus
1653,je suis contre la guerre
1654,je suis convaincu
1655,je suis convaincu d avoir raison
1656,je suis convaincu de son honnetete
1657,je suis convaincu que mon fils est innocent
1658,je suis convaincu que tu as raison
1659,je suis convaincue
1660,je suis convaincue de ton innocence
1661,je suis convaincue que vous avez raison
1662,je suis courageuse
1663,je suis courageux
1664,je suis creve je vais me coucher
1665,je suis curieux de voir comment tu fais ca
1666,je suis d ici
1667,je suis dans le mauvais bus
1668,je suis dans les bois
1669,je suis dans ma chambre
1670,je suis dans ma chambre d hotel
1671,je suis dans mon appartement
1672,je suis dans mon bureau
1673,je suis dans une nouvelle maison
1674,je suis dans une situation difficile
1675,je suis danseur
1676,je suis danseuse
1677,je suis de bonne humeur
1678,je suis de garde cette nuit
1679,je suis de la partie
1680,je suis de mauvaise humeur aujourd hui
1681,je suis de nature optimiste
1682,je suis de retour bienvenue a la maison
1683,je suis de retour du boulot
1684,je suis de retour du travail
1685,je suis de retour en ville
1686,je suis de tres mauvaise humeur
1687,je suis debutant
1688,je suis debutante
1689,je suis decu de votre performance
1690,je suis dehors
1691,je suis deja a la retraite
1692,je suis deja au courant de cette situation
1693,je suis deja bien occupe
1694,je suis deja dans le bus
1695,je suis deja dans le train
1696,je suis deja pere
1697,je suis deja pret
1698,je suis deja prete
1699,je suis dentiste
1700,je suis derriere l arbre
1701,je suis derriere tom
1702,je suis desole ca ne se reproduira plus
1703,je suis desole cela ne se reproduira plus
1704,je suis desole d avoir dit ca
1705,je suis desole d avoir dit cela
1706,je suis desole d avoir du vous mentir
1707,je suis desole d avoir ete impatient
1708,je suis desole d avoir fait ca
1709,je suis desole d en avoir parle
1710,je suis desole d etre venu au monde
1711,je suis desole de ce que j ai dit
1712,je suis desole de t avoir decu
1713,je suis desole de te l avoir dit
1714,je suis desole de vous avoir decu
1715,je suis desole de vous avoir decue
1716,je suis desole de vous l avoir dit
1717,je suis desole je ne peux pas faire ca
1718,je suis desole mais c est impossible
1719,je suis desole mais je dois vraiment y aller
1720,je suis desole mais la reponse est non !
1721,je suis desole mais vous avez tort
1722,je suis desole pour ce que j ai dit
1723,je suis desole pour hier soir
1724,je suis desole pour l autre jour
1725,je suis desole pour l autre soir
1726,je suis desole pour tom
1727,je suis desole pour vous
1728,je suis desole que tom ne soit pas la
1729,je suis desole que tu aies perdu
1730,je suis desole si je t ai blesse
1731,je suis desole si je t ai blessee
1732,je suis desole si je vous ai embarrassee
1733,je suis desolee d avoir dit ca
1734,je suis desolee d avoir dit cela
1735,je suis desolee d avoir du te mentir
1736,je suis desolee d avoir ete grossiere avec toi
1737,je suis desolee d avoir ete impatiente
1738,je suis desolee d avoir fait ca
1739,je suis desolee d etre venue au monde
1740,je suis desolee de t avoir decu
1741,je suis desolee de t avoir decue
1742,je suis desolee de te l avoir dit
1743,je suis desolee de vous interrompre
1744,je suis desolee de vous l avoir dit
1745,je suis desolee pour toi
1746,je suis desolee pour vous
1747,je suis desolee si je t ai blesse
1748,je suis desolee si je t ai blessee
1749,je suis desolee si je t ai embarrasse
1750,je suis desolee si je t ai embarrassee
1751,je suis desormais ton superieur
1752,je suis desormais traite par un medecin
1753,je suis desormais votre superieur
1754,je suis detective
1755,je suis determine a faire ce qui est juste
1756,je suis devouee
1757,je suis different des autres mecs
1758,je suis difficile a table
1759,je suis diplomate
1760,je suis direct
1761,je suis directe
1762,je suis disponible maintenant
1763,je suis dispose a t aider
1764,je suis doue pour plein de choses
1765,je suis douee pour garder les secrets
1766,je suis ecrivain
1767,je suis efficace
1768,je suis egalement touriste
1769,je suis en assez bonne forme
1770,je suis en bonne forme
1771,je suis en bons termes avec tom
1772,je suis en colere
1773,je suis en colere contre toi
1774,je suis en colere contre tout le monde
1775,je suis en conge aujourd hui
1776,je suis en conge maladie
1777,je suis en etat de choc
1778,je suis en haut
1779,je suis en leger surpoids
1780,je suis en parfaite sante
1781,je suis en pause
1782,je suis en premiere
1783,je suis en retard a un rendez vous
1784,je suis en retard pour l ecole
1785,je suis en retard pour le diner
1786,je suis en retard pour le travail
1787,je suis en reunion
1788,je suis en route pour la gare
1789,je suis en securite a present
1790,je suis en securite ici
1791,je suis en securite maintenant
1792,je suis en surpoids
1793,je suis en train d attraper froid
1794,je suis en train d ecrire un nouveau livre
1795,je suis en train de devenir dingue
1796,je suis en train de devenir fou
1797,je suis en train de diner avec ma femme
1798,je suis en train de jouer au golf
1799,je suis en train de lire ce livre
1800,je suis en train de m habiller
1801,je suis en train de perdre la tete
1802,je suis en train de prendre ma douche
1803,je suis en train de regarder un film
1804,je suis en train de regarder une video
1805,je suis en train de rentrer chez moi
1806,je suis en train de vous chercher
1807,je suis en vie
1808,je suis en vie et en bonne sante
1809,je suis en ville pour affaires
1810,je suis enceinte
1811,je suis enchante de faire votre connaissance
1812,je suis enchantee de faire votre connaissance
1813,je suis encore a moitie endormi
1814,je suis encore au travail
1815,je suis encore chez moi
1816,je suis encore desoriente
1817,je suis encore en train de chercher du boulot
1818,je suis encore en ville
1819,je suis encore fatigue
1820,je suis encore membre
1821,je suis encore reveille
1822,je suis encore tres indecis
1823,je suis encore trop faible
1824,je suis encore trop jeune pour faire ca
1825,je suis encore un amateur
1826,je suis endette jusqu au cou
1827,je suis engage
1828,je suis engagee
1829,je suis enseignant en francais
1830,je suis enseignant ici
1831,je suis enseignant pas etudiant
1832,je suis enseignant pas medecin
1833,je suis enseignante francaise
1834,je suis enseignante ici
1835,je suis enseignante pas etudiante
1836,je suis epouvantable en maths
1837,je suis epuisee je vais au lit
1838,je suis etudiant en biologie
1839,je suis etudiant en deuxieme annee
1840,je suis etudiant en droit
1841,je suis etudiante en biologie
1842,je suis etudiante en deuxieme annee
1843,je suis etudiante en droit
1844,je suis exactement comme toi
1845,je suis exactement la ou je suis cense etre
1846,je suis excite d y aller
1847,je suis excite et pret a partir
1848,je suis extraverti
1849,je suis extravertie
1850,je suis extremement riche
1851,je suis fachee contre elle
1852,je suis fatigue ca a ete une longue journee
1853,je suis fatigue d avoir beaucoup marche
1854,je suis fatigue d etre malade
1855,je suis fatigue de faire ceci
1856,je suis fatigue de nettoyer apres toi
1857,je suis fatigue de tous ces mensonges
1858,je suis fatigue de tous ses mensonges
1859,je suis fatigue de vivre ainsi
1860,je suis fatigue et je veux rentrer chez moi
1861,je suis fatiguee d etre malade
1862,je suis fatiguee d etudier
1863,je suis fatiguee de faire ceci
1864,je suis fatiguee de nettoyer derriere toi
1865,je suis fier d etre ici
1866,je suis fier d etre ton pere
1867,je suis fier d etre votre pere
1868,je suis fier de ca
1869,je suis fier de ma famille
1870,je suis fier de mon travail
1871,je suis fier de te compter dans notre equipe
1872,je suis fiere de cela
1873,je suis fiere de ma famille
1874,je suis fiere de mon travail
1875,je suis flatte
1876,je suis folle de vous
1877,je suis force de faire ca
1878,je suis fort occupe
1879,je suis fort occupee
1880,je suis fumeur
